Id,age,biology,chemistry,english,geography,history,lesson_price,log_age,log_lesson_price,log_mean_exam_points,log_qualification,log_years_of_experience,mean_exam_points,physics,qualification,sqr_age,sqr_lesson_price,sqr_mean_exam_points,sqr_qualification,sqr_years_of_experience,sqrt_age,sqrt_lesson_price,sqrt_mean_exam_points,sqrt_qualification,sqrt_years_of_experience,years_of_experience
10000.0,0.2,0.0,0.0,0.0,0.0,0.0,0.6575342465753424,0.304647211632015,0.8524011636252636,0.923914040511189,0.7924811006673347,0.3154645652402263,0.8787878787878788,0.0,0.6666666666666666,0.12087912087912088,0.46414182111200647,0.8247086247086247,0.5333333333333333,0.04938271604938271,0.24954433832651352,0.7608641385500614,0.9027346441664564,0.7320508075688772,0.47140452079103173,0.2222222222222222
10001.0,0.26666666666666666,0.0,1.0,0.0,0.0,0.0,0.410958904109589,0.38731422599909526,0.6951032098676876,0.7120456493746676,0.4999996393259796,0.8154647928001366,0.5909090909090909,1.0,0.3333333333333333,0.16996336996336997,0.20306204673650283,0.4681818181818182,0.2,0.4444444444444444,0.3246739049389714,0.5514323822399365,0.6527292146354976,0.41421356237309515,0.8164965809277259,0.6666666666666666
10002.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.2465753424657534,0.598420060657868,0.5378052561101113,0.30460772758785576,0.0,0.3154645652402263,0.19696969696969696,0.0,0.0,0.3435897435897436,0.08702659145850121,0.11666666666666667,0.0,0.04938271604938271,0.5325263310958385,0.38043206927503076,0.24780549675085634,0.0,0.47140452079103173,0.2222222222222222
10003.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.726027397260274,0.598420060657868,0.8867549660155177,0.9435515375159301,0.7924811006673347,0.6309295856002731,0.9090909090909091,1.0,0.6666666666666666,0.3435897435897436,0.5551974214343272,0.8671328671328671,0.5333333333333333,0.19753086419753085,0.5325263310958385,0.8125323756156533,0.9274433277084225,0.7320508075688772,0.6666666666666666,0.4444444444444444
10004.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.3013698630136986,0.4631786862228341,0.5976071626670092,0.5313530466507488,0.4999996393259796,0.49999977244008986,0.3939393939393939,1.0,0.3333333333333333,0.22344322344322345,0.12054794520547946,0.2727272727272727,0.2,0.1111111111111111,0.3966469164483094,0.44139512883503934,0.46172160237816806,0.41421356237309515,0.5773502691896257,0.3333333333333333
10005.0,0.6888888888888889,0.0,0.0,0.0,0.0,0.0,0.4794520547945205,0.7873424446295657,0.7455566041157465,0.962766689844196,0.7924811006673347,0.6309295856002731,0.9393939393939394,1.0,0.6666666666666666,0.582905982905983,0.26510878323932313,0.9104895104895104,0.5333333333333333,0.19753086419753085,0.7398135586003175,0.6140419066412284,0.9518848668003482,0.7320508075688772,0.6666666666666666,0.4444444444444444
10006.0,0.37777777777777777,0.0,0.0,0.0,0.0,0.0,0.3013698630136986,0.5104966346583125,0.5976071626670092,0.561643070991157,0.0,0.0,0.42424242424242425,0.0,0.0,0.26153846153846155,0.12054794520547946,0.30023310023310024,0.0,0.0,0.4430595811390449,0.44139512883503934,0.4924085250172204,0.0,0.0,0.0
10007.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.2328767123287671,0.21383646638784215,0.5212944882859114,0.561643070991157,0.0,0.0,0.42424242424242425,1.0,0.0,0.0761904761904762,0.07945205479452055,0.30023310023310024,0.0,0.0,0.1708024421348572,0.3644120827299688,0.4924085250172204,0.0,0.0,0.0
10008.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.7123287671232876,0.598420060657868,0.8801232748186867,0.6734726026558799,0.4999996393259796,0.8154647928001366,0.5454545454545454,0.0,0.3333333333333333,0.3435897435897436,0.5363416599516518,0.4195804195804196,0.2,0.4444444444444444,0.5325263310958385,0.8023793020846873,0.6103172982817668,0.41421356237309515,0.8164965809277259,0.6666666666666666
10009.0,0.4888888888888889,0.0,0.0,0.0,0.0,0.0,0.273972602739726,0.6191512195179575,0.5688573833548171,0.686516194112629,0.0,0.7324866386083859,0.5606060606060606,1.0,0.0,0.3653235653235653,0.1031426269137792,0.43554778554778556,0.0,0.30864197530864196,0.5542498391439507,0.4115004344413451,0.6245566874117884,0.0,0.7453559924999299,0.5555555555555556
10010.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6164383561643836,0.7700989940659223,0.8302268720345451,0.9532107683107762,0.7924811006673347,0.6309295856002731,0.9242424242424242,1.0,0.6666666666666666,0.5567765567765568,0.41337630942788073,0.8886946386946387,0.5333333333333333,0.19753086419753085,0.7200014380630297,0.7287084783245489,0.9396969494976426,0.7320508075688772,0.6666666666666666,0.4444444444444444
